grade,zipcode,lat,long,sqft_living,sqft_living15,sqft_lot,sqft_lot15,sqft_above,sqft_basement,bedrooms,bathrooms,floors,waterfront,view,condition,yr_built,yr_renovated,price
7,98028,47.7611,-122.233,1490,1580,4522,4667,1490,0,3,2.25,2.0,0,0,3,2009,0,365250.0
7,98011,47.7373,-122.197,1570,1870,8268,8190,1570,0,4,1.75,1.0,0,0,3,1979,0,452000.0
10,98039,47.6193,-122.229,4240,3010,13162,12163,4240,0,4,4.5,2.0,0,0,3,2004,0,2187730.0
9,98011,47.7408,-122.216,2570,2490,9487,9898,2570,0,3,2.5,2.0,0,3,3,1989,0,605000.0
7,98116,47.5616,-122.392,1230,1230,4600,4600,1230,0,3,1.0,1.5,0,0,3,1929,0,522000.0
7,98144,47.5738,-122.315,2740,1990,9600,4800,1370,1370,5,1.75,1.0,0,0,4,1945,0,470000.0
7,98168,47.4857,-122.318,2270,1770,28025,14833,1920,350,3,2.0,1.0,0,0,4,1947,0,340500.0
8,98107,47.6704,-122.391,1300,1320,1187,1194,1300,0,3,2.5,3.0,0,0,3,2005,0,505500.0
7,98188,47.4502,-122.277,1920,1490,13787,11200,1220,700,4,1.0,1.0,0,0,4,1966,0,170000.0
4,98198,47.35,-122.322,730,1220,2400,4382,730,0,2,1.0,1.0,0,1,3,1934,0,217000.0
8,98055,47.4504,-122.206,1390,1960,5127,5019,1390,0,3,2.0,1.0,0,0,3,1990,0,297950.0
8,98126,47.5442,-122.371,1800,1580,2791,2617,1800,0,3,2.5,2.0,0,0,3,2011,0,379900.0
8,98029,47.5737,-122.018,1880,2040,5502,5411,1880,0,3,2.5,2.0,0,0,3,1988,0,485000.0
6,98168,47.5102,-122.324,1330,1770,12092,11770,720,610,3,1.75,1.0,0,0,4,1981,0,339950.0
11,98023,47.2996,-122.342,3840,3270,16905,12133,3840,0,5,2.5,2.0,0,0,3,1991,0,556000.0
9,98007,47.6042,-122.147,2460,2830,44431,44431,2460,0,4,2.25,1.0,0,0,4,1957,0,900000.0
7,98075,47.5952,-122.053,2560,2210,15000,15150,1880,680,4,1.75,1.0,0,0,3,1974,0,518000.0
8,98075,47.5957,-122.032,3220,2550,4759,4759,3220,0,5,2.5,2.0,0,0,3,2003,0,640000.0
7,98033,47.7001,-122.2,1670,1800,14695,11355,1670,0,2,1.0,1.5,0,0,5,1930,0,495000.0
9,98042,47.3401,-122.067,2940,2890,35996,35089,2940,0,4,2.5,2.0,0,0,3,1995,0,530000.0
8,98103,47.6734,-122.329,2700,2080,4590,3570,2700,0,4,2.5,2.0,0,0,3,2002,0,1015000.0
7,98055,47.4406,-122.194,1860,1560,8505,8505,1860,0,4,1.0,1.0,0,0,4,1955,0,265000.0
8,98023,47.2961,-122.348,3172,2704,5033,5232,3172,0,4,2.5,2.0,0,0,3,2014,0,432500.0
7,98059,47.4811,-122.162,1020,1290,11410,8400,1020,0,3,1.5,1.0,0,0,3,1959,0,255000.0
8,98106,47.5171,-122.347,1410,1410,2052,1988,1410,0,3,1.75,2.0,0,0,3,2014,0,279800.0
5,98010,47.3091,-122.006,960,1330,10815,10815,960,0,3,1.0,1.0,0,0,5,1900,0,199999.0
8,98075,47.5895,-122.019,2280,2280,4602,4193,2280,0,4,2.5,2.0,0,0,3,2003,0,565000.0
7,98166,47.4698,-122.36,1460,1610,8760,9375,1460,0,4,1.5,1.0,0,0,3,1958,0,300000.0
7,98034,47.727,-122.217,2070,2080,7500,7700,2070,0,4,2.25,2.0,0,0,4,1977,0,465000.0
8,98011,47.7628,-122.168,2350,2210,10072,9687,2350,0,4,2.25,2.0,0,0,3,1980,0,495000.0
7,98056,47.5118,-122.188,990,1350,10556,7295,990,0,2,1.0,2.0,0,0,3,1981,0,250000.0
8,98199,47.6456,-122.389,2960,2860,7680,7680,1550,1410,5,2.25,1.0,0,2,5,1958,0,1050000.0
7,98125,47.7289,-122.291,1250,1310,7654,7350,1000,250,3,1.0,1.0,0,0,3,1952,0,275000.0
7,98006,47.5712,-122.143,1640,1520,14100,13527,1140,500,2,1.0,1.0,0,0,4,1954,0,500000.0
6,98146,47.5006,-122.336,940,1100,8571,8573,940,0,3,1.0,1.0,0,0,3,1950,0,239000.0
8,98042,47.3774,-122.16,2980,2900,13482,14800,1730,1250,5,2.75,1.0,0,0,4,1975,0,350000.0
7,98199,47.6408,-122.403,1760,1380,5000,5000,960,800,3,2.0,1.0,0,0,5,1920,0,629000.0
9,98023,47.3165,-122.382,2160,2350,8000,8200,1660,500,4,1.75,1.0,0,0,4,1976,0,355000.0
7,98117,47.6772,-122.369,910,1160,3750,4000,910,0,2,1.0,1.0,0,0,3,1904,0,415000.0
7,98144,47.5742,-122.315,1900,1530,3783,5098,1110,790,3,1.75,1.5,0,0,5,1927,0,615000.0
7,98056,47.511,-122.172,1300,1290,8160,8970,1300,0,3,1.0,1.0,0,0,4,1960,0,237000.0
7,98058,47.4559,-122.183,1390,1260,7700,7700,1390,0,3,1.75,1.0,0,0,5,1965,0,190000.0
10,98005,47.65,-122.155,3410,3140,35536,43453,2530,880,5,2.25,2.0,0,0,3,1974,0,815000.0
8,98038,47.3521,-122.012,3640,3740,6930,7182,3640,0,5,3.0,2.0,0,0,3,2004,0,555000.0
7,98033,47.6755,-122.177,1150,1550,9048,8207,1150,0,3,1.0,1.0,0,0,2,1922,0,305000.0
9,98053,47.6857,-122.046,3990,3370,7838,6814,3990,0,4,3.0,2.0,0,0,3,2003,0,810000.0
10,98004,47.6215,-122.224,3650,3220,20150,19800,2360,1290,5,2.75,1.0,0,0,4,1975,0,1575000.0
9,98074,47.6251,-122.03,2260,2410,8457,7713,2260,0,4,2.0,2.0,0,0,3,1992,0,635000.0
11,98119,47.6499,-122.37,3620,2550,5131,5174,2350,1270,4,3.25,2.0,0,3,4,1927,0,1525000.0
7,98059,47.4806,-122.163,1490,1340,9120,8040,1490,0,3,1.75,1.0,0,0,5,1959,0,310000.0
7,98038,47.3729,-122.037,1540,1000,7120,6638,770,770,3,2.5,1.0,0,0,3,1938,2013,485000.0
9,98033,47.6854,-122.184,3170,3230,8523,8523,3170,0,4,2.5,2.0,0,0,3,2008,0,820000.0
7,98058,47.4692,-122.162,1530,1500,6375,8712,1530,0,4,2.0,2.0,0,0,3,1942,1983,231000.0
7,98117,47.6769,-122.36,1540,1420,3000,4200,770,770,3,1.75,1.0,0,2,3,1920,0,512031.0
7,98116,47.5619,-122.4,2210,2110,7660,8750,1460,750,3,2.75,1.0,0,1,4,1968,0,710000.0
7,98045,47.4444,-121.762,1260,1530,9600,9790,1260,0,3,1.0,1.0,0,0,3,1970,1995,320000.0
8,98065,47.5175,-121.878,1760,1870,4139,3076,1760,0,2,2.75,2.0,0,0,3,2010,0,420000.0
7,98117,47.6827,-122.376,2720,1210,5000,5000,1530,1190,5,2.5,1.5,0,0,4,1939,0,580000.0
10,98199,47.6429,-122.412,3520,2790,7815,6644,3140,380,4,2.5,2.0,0,3,3,1929,0,1400000.0
8,98058,47.4543,-122.125,2480,2280,8755,9940,2480,0,3,2.25,2.0,0,0,3,1979,0,325000.0
8,98004,47.6144,-122.211,1890,2180,9466,12825,1890,0,2,1.75,2.0,0,0,3,1987,0,1065000.0
7,98166,47.4635,-122.362,2820,2520,15600,7797,1970,850,6,2.25,1.5,0,2,5,1940,0,543200.0
6,98033,47.6879,-122.208,1360,2530,8752,7680,1360,0,3,2.0,1.0,0,2,4,1942,0,763000.0
7,98042,47.3675,-122.095,1230,1330,9600,8250,1230,0,3,1.75,1.0,0,0,4,1984,0,239950.0
7,98040,47.5393,-122.216,1710,2590,17707,9508,1180,530,3,1.5,1.0,0,0,4,1947,0,690000.0
6,98065,47.5231,-121.82,1310,1500,10200,7200,1310,0,2,1.75,1.0,0,0,4,1947,0,306500.0
8,98177,47.7241,-122.369,2160,3010,9000,9000,1400,760,3,1.5,1.0,0,2,4,1949,0,650000.0
7,98118,47.5241,-122.285,2420,1430,4670,4468,2420,0,5,3.5,2.0,0,0,3,2013,0,380000.0
7,98038,47.3624,-122.045,1590,1680,7750,7500,1060,530,3,3.0,1.0,0,0,3,1997,0,275000.0
7,98006,47.5759,-122.137,1750,1750,9600,10530,1750,0,4,1.0,1.5,0,0,4,1954,0,420000.0
7,98133,47.7634,-122.34,1190,1470,6200,7800,1190,0,2,1.0,1.0,0,0,3,1948,0,295950.0
8,98092,47.3266,-122.175,2040,2020,5050,6118,1490,550,4,3.0,1.0,0,0,3,1993,0,289950.0
6,98055,47.4499,-122.189,1370,2350,7439,3370,1370,0,3,1.5,1.0,0,0,4,1963,0,238000.0
8,98116,47.5718,-122.406,3410,3080,7750,8525,1710,1700,4,2.75,1.0,0,4,5,1958,0,1100000.0
7,98107,47.6747,-122.391,1890,2150,4700,4700,1030,860,2,1.0,1.0,0,0,4,1928,0,618000.0
9,98074,47.6269,-122.03,2330,2460,7936,8137,2330,0,4,2.5,2.0,0,0,3,1987,0,565000.0
8,98125,47.706,-122.29,1580,2080,20588,7800,1580,0,3,1.75,1.0,0,0,3,1970,0,625000.0
8,98023,47.313,-122.388,2300,2270,7524,8025,2300,0,4,2.25,2.0,0,0,4,1978,0,263850.0
7,98022,47.2156,-122.029,1510,1750,344124,169884,1510,0,3,1.5,1.0,0,2,4,1964,0,327000.0
7,98117,47.6893,-122.359,2120,1420,3794,3840,1420,700,4,2.25,2.0,0,0,4,1926,0,720168.0
7,98002,47.2883,-122.218,1788,1700,10183,6600,1788,0,4,2.5,2.0,0,0,4,1990,0,294400.0
7,98199,47.6466,-122.389,2400,2670,7680,6342,1200,1200,4,3.0,1.0,0,0,3,1956,0,608000.0
7,98008,47.6345,-122.123,1550,1720,10050,10050,1550,0,3,1.75,1.0,0,0,5,1957,0,537000.0
10,98024,47.5669,-121.956,4650,2810,108464,155509,3260,1390,5,4.25,2.0,0,0,3,1999,0,985000.0
7,98133,47.7319,-122.335,840,1350,6654,5831,840,0,2,1.0,1.0,0,0,3,1951,0,130000.0
9,98074,47.6236,-122.023,3180,3230,6551,7602,3180,0,6,4.0,2.0,0,0,3,2014,0,859950.0
8,98077,47.7503,-122.051,2060,2320,44866,43995,2060,0,3,1.5,1.0,0,0,3,1953,0,450000.0
9,98106,47.5213,-122.357,1070,1070,649,928,720,350,2,2.0,2.0,0,0,3,2008,0,259950.0
7,98038,47.3675,-122.021,2200,1850,6250,6091,2200,0,5,2.5,2.0,0,0,3,1996,0,259875.0
7,98001,47.3355,-122.284,1560,1560,7000,7200,1560,0,3,2.0,1.0,0,0,4,1968,0,226500.0
7,98106,47.538,-122.356,2150,1990,6117,6064,1370,780,5,3.0,1.0,0,0,3,2003,0,420000.0
9,98107,47.6586,-122.358,2470,1620,5500,5500,1570,900,4,2.75,1.0,0,3,3,1960,2005,1205000.0
6,98118,47.5155,-122.255,1120,2160,5650,6480,720,400,2,1.0,1.0,0,1,3,1904,0,245000.0
8,98117,47.684,-122.376,2610,1330,5544,5074,1680,930,3,1.75,1.5,0,0,3,1934,0,750000.0
10,98075,47.578,-122.056,3030,2850,8335,8678,3030,0,4,2.5,2.0,0,0,3,1992,0,740000.0
8,98065,47.515,-121.869,2720,2590,4738,5740,2720,0,4,2.5,2.0,0,0,3,2012,0,545000.0
7,98133,47.7481,-122.355,1850,2260,7730,8581,1100,750,4,1.75,1.0,0,0,5,1956,0,270000.0
7,98117,47.6895,-122.382,800,1400,4046,4046,800,0,2,1.0,1.0,0,0,3,1940,0,422500.0
9,98027,47.5361,-122.051,2560,2800,9182,8784,2560,0,3,2.5,2.0,0,0,3,1993,0,750000.0
8,98103,47.6914,-122.343,1120,1120,881,1087,1120,0,3,2.75,3.0,0,0,3,1999,0,265000.0
7,98074,47.6359,-122.033,1330,1610,15873,12043,900,430,2,1.5,1.0,0,0,3,1984,0,440000.0
8,98052,47.6383,-122.098,2220,2500,10530,10014,1700,520,3,2.25,1.0,0,0,4,1974,0,739000.0
7,98118,47.5462,-122.277,1290,1160,4000,5040,1290,0,3,1.0,1.5,0,0,3,1926,0,402500.0
8,98102,47.6369,-122.327,1060,1300,1209,1169,940,120,2,2.25,2.0,0,0,3,2006,0,505000.0
7,98125,47.705,-122.299,1740,1490,9163,6509,1740,0,3,1.0,1.0,0,0,3,1954,0,575000.0
9,98177,47.7159,-122.367,3770,2260,9750,9878,1940,1830,4,4.0,1.0,0,0,4,1967,0,872000.0
7,98027,47.5223,-122.043,1430,1690,16200,13125,1430,0,3,1.75,1.0,0,0,4,1967,0,427500.0
7,98177,47.7676,-122.373,2000,1830,7111,9000,1360,640,3,1.75,1.0,0,0,4,1956,0,427000.0
7,98126,47.5491,-122.375,1540,1180,4840,4840,850,690,4,2.75,1.0,0,2,4,1929,0,450000.0
7,98106,47.5435,-122.357,1450,2120,5008,5019,840,610,3,2.5,1.0,0,0,3,2007,0,330000.0
8,98003,47.2625,-122.308,2770,2030,8763,7242,2100,670,4,3.5,2.0,0,0,3,1996,0,359000.0
7,98144,47.5873,-122.29,1290,2020,3870,5850,1290,0,3,1.75,1.0,0,0,5,1916,0,647500.0
8,98144,47.5923,-122.298,2950,1580,2932,2047,2950,0,5,3.5,3.0,0,0,3,2004,0,619000.0
7,98108,47.5474,-122.295,2080,2090,5969,5500,1080,1000,3,1.75,1.0,0,2,3,1971,0,329950.0
8,98118,47.5137,-122.252,2380,2540,6250,4010,1670,710,3,3.5,2.0,0,3,3,1997,0,495000.0
9,98125,47.717,-122.281,4110,2820,8400,8400,3130,980,4,2.75,2.0,0,1,3,1928,2013,1199000.0
7,98001,47.33,-122.278,1590,1580,9736,7500,1590,0,3,2.5,2.0,0,0,3,1985,0,285000.0
7,98052,47.6581,-122.126,1720,1720,9600,9600,1220,500,3,2.25,1.0,0,0,4,1967,0,550000.0
7,98031,47.4192,-122.201,1770,1770,7778,7591,1770,0,4,2.25,2.0,0,0,3,1998,0,350000.0
7,98072,47.7417,-122.093,1000,1260,14061,12635,1000,0,3,1.75,1.0,0,0,4,1967,0,410988.0
7,98115,47.6804,-122.311,1170,1430,4590,4080,1170,0,4,1.0,1.5,0,0,4,1925,0,564000.0
8,98023,47.3128,-122.345,1910,2450,15508,7989,1210,700,3,2.75,1.0,0,0,3,1984,0,300000.0
8,98116,47.5809,-122.39,2270,1420,5760,5760,2270,0,4,2.0,2.0,0,0,4,1909,0,724950.0
7,98178,47.5005,-122.267,860,1130,5000,6000,860,0,2,1.0,1.0,0,0,3,1949,0,199988.0
7,98065,47.5415,-121.883,2320,2060,5375,5395,2320,0,4,2.5,2.0,0,0,3,2006,0,451000.0
8,98027,47.5654,-122.092,2030,2030,6500,8485,2030,0,3,2.5,2.0,0,0,3,1988,0,618080.0
9,98023,47.3073,-122.395,2530,2530,8669,9469,2530,0,3,2.5,2.0,0,0,3,1990,0,299250.0
6,98168,47.4924,-122.312,770,1140,9715,9715,770,0,2,1.0,1.0,0,0,4,1942,0,217000.0
8,98105,47.6561,-122.325,2168,1770,4000,4000,2168,0,3,2.0,1.5,0,0,3,1907,0,575000.0
7,98058,47.4513,-122.16,2110,1980,13260,11016,1290,820,4,2.75,1.0,0,0,4,1979,0,320000.0
8,98146,47.5017,-122.34,2620,2030,4050,3944,2620,0,4,2.5,2.0,0,0,3,2014,0,399963.0
7,98166,47.4629,-122.356,2130,1850,11097,11097,1370,760,4,1.75,1.0,0,0,3,1952,0,292000.0
6,98011,47.7461,-122.195,1380,3130,209959,19868,1380,0,2,1.5,1.0,0,0,1,1954,0,270000.0
7,98168,47.4962,-122.32,1660,1770,7221,8083,980,680,3,1.5,1.0,0,0,3,1962,0,225000.0
7,98115,47.6857,-122.293,1000,1000,5100,5100,860,140,3,1.0,1.0,0,0,3,1946,0,425000.0
8,98136,47.544,-122.385,1900,1780,1612,1525,1430,470,3,3.5,2.0,0,0,3,2008,0,431500.0
7,98074,47.619,-122.064,1140,1380,7500,7500,1140,0,3,1.5,1.0,0,0,3,1976,0,356000.0
7,98144,47.5759,-122.288,2340,1360,4206,4725,1170,1170,3,1.75,1.0,0,0,5,1917,0,640000.0
8,98103,47.6975,-122.348,1230,1230,989,1223,1230,0,2,2.25,3.0,0,0,3,2007,0,356000.0
6,98118,47.5372,-122.269,1950,1720,3757,3757,1160,790,4,2.0,1.0,0,0,4,1908,0,370000.0
7,98118,47.5539,-122.267,1860,1180,4000,4000,1020,840,3,2.25,1.5,0,0,5,1920,0,572000.0
7,98003,47.3257,-122.296,1320,1550,17390,19265,1320,0,3,1.75,1.0,0,0,4,1956,0,199000.0
8,98103,47.6857,-122.331,2390,1670,4000,4000,1460,930,4,3.0,1.5,0,0,5,1931,0,845000.0
7,98072,47.7344,-122.143,1600,1950,64468,64468,1600,0,2,2.0,1.0,0,0,3,1950,0,995000.0
7,98115,47.6951,-122.316,1120,1230,6380,6380,1120,0,2,1.0,1.0,0,0,3,1942,1994,438000.0
8,98033,47.6684,-122.175,2460,1850,7930,9000,2460,0,4,2.5,2.0,0,0,3,2005,0,730000.0
6,98188,47.449,-122.29,910,1090,8700,8700,910,0,3,1.0,1.0,0,0,4,1943,0,165000.0
6,98042,47.3608,-122.083,1050,1100,5525,5200,1050,0,3,1.5,1.0,0,0,5,1969,0,195000.0
7,98008,47.6041,-122.126,1620,1890,7875,8400,1620,0,4,1.5,1.0,0,0,3,1956,0,425000.0
6,98133,47.7475,-122.342,1180,1180,7200,7200,1180,0,2,1.0,1.0,0,0,4,1949,0,336000.0
8,98178,47.5003,-122.23,1920,1910,4627,7210,1010,910,4,2.75,1.0,0,0,3,1998,0,353000.0
7,98126,47.5202,-122.378,2020,1390,7070,6000,1010,1010,4,2.75,1.0,0,0,5,1958,0,513000.0
9,98072,47.771,-122.166,2480,2480,7480,7480,2480,0,3,2.5,2.0,0,0,3,1992,0,530000.0
7,98106,47.5385,-122.355,1020,1000,7920,7168,1020,0,1,1.0,1.0,0,0,3,1947,1983,269000.0
7,98072,47.7352,-122.17,2140,1980,10350,8400,1470,670,1,2.25,1.0,0,0,3,1976,0,458000.0
8,98052,47.6388,-122.099,2480,2640,9780,9780,1900,580,4,2.25,1.0,0,0,4,1975,0,716000.0
9,98059,47.5333,-122.151,2940,2980,10382,10547,2940,0,4,2.5,2.0,0,0,4,1991,0,752000.0
8,98053,47.7191,-122.023,1510,1350,4980,4157,1510,0,2,1.75,1.0,0,0,3,2006,0,419000.0
8,98055,47.4654,-122.195,1550,1860,8300,8000,1550,0,3,2.0,1.0,0,0,4,1965,0,300000.0
7,98007,47.6083,-122.132,1430,2070,10500,8640,1130,300,4,1.75,1.0,0,0,4,1960,0,412000.0
9,98112,47.6189,-122.286,3600,2270,5217,5217,2720,880,4,3.5,2.0,0,0,3,1947,2014,1350000.0
8,98103,47.6624,-122.348,2530,1950,5000,3600,2070,460,4,1.75,1.5,0,2,5,1917,0,720000.0
7,98011,47.754,-122.215,2180,2180,4533,7347,2180,0,3,2.5,2.0,0,0,3,2010,0,496000.0
8,98125,47.7149,-122.322,1730,1440,9211,9211,1730,0,3,1.75,1.0,0,0,3,1961,0,400000.0
6,98198,47.422,-122.321,1270,1270,7128,7986,1270,0,3,1.5,1.0,0,0,4,1954,0,212500.0
7,98118,47.559,-122.277,890,1420,5200,6000,890,0,3,1.0,1.0,0,0,3,1957,0,315000.0
7,98033,47.6615,-122.179,1060,2010,8625,8901,1060,0,3,1.0,2.0,0,0,4,1962,1997,476500.0
7,98031,47.4088,-122.21,1560,1550,9514,9600,1560,0,3,1.75,1.0,0,0,4,1967,0,285000.0
7,98038,47.3592,-122.046,1530,1850,8500,8140,1030,500,3,2.5,1.0,0,0,5,1996,0,245000.0
7,98002,47.292,-122.195,1920,1910,9350,8400,1000,920,4,1.75,1.0,0,0,4,1977,0,235000.0
7,98144,47.6007,-122.305,1230,1290,987,1328,1060,170,2,2.5,2.0,0,0,3,2011,0,380000.0
6,98002,47.3098,-122.209,1320,1060,11212,6766,1320,0,4,1.0,1.0,0,0,5,1914,0,250000.0
7,98188,47.457,-122.27,1560,2070,9600,9600,1210,350,3,2.5,1.0,0,0,3,1964,0,324950.0
8,98006,47.5527,-122.16,1880,2430,10032,9732,1880,0,3,1.75,1.0,0,0,4,1984,0,681000.0
7,98168,47.4776,-122.279,990,1260,12696,8937,990,0,3,1.0,1.5,0,0,3,1936,0,173250.0
10,98074,47.6318,-122.058,3330,2780,12408,12000,1740,1590,5,2.75,1.0,0,0,3,1976,0,750000.0
6,98178,47.4979,-122.24,1500,1190,6360,6360,1500,0,4,1.0,1.5,0,0,3,1944,0,235000.0
7,98075,47.5817,-122.007,1540,1710,20281,21090,1540,0,3,1.5,1.0,0,0,3,1977,0,480000.0
8,98116,47.5655,-122.386,1340,1470,999,1436,940,400,2,2.5,2.0,0,0,3,2008,0,407000.0
7,98002,47.2866,-122.217,2400,1610,17842,12100,2400,0,4,2.25,2.0,0,0,4,1973,0,275000.0
7,98028,47.7408,-122.236,1840,1710,9929,9929,1200,640,3,2.25,1.0,0,0,3,1987,0,350000.0
6,98166,47.4583,-122.353,960,1060,7200,7620,960,0,3,1.0,1.0,0,0,4,1958,0,215000.0
6,98118,47.5536,-122.286,1550,1150,8000,5150,1330,220,3,1.5,1.0,0,0,3,1980,0,386000.0
7,98103,47.6878,-122.342,1820,1390,7626,5904,990,830,4,2.0,1.0,0,0,5,1941,0,605000.0
7,98199,47.6601,-122.4,1460,1460,968,1531,1140,320,3,2.25,2.0,0,0,3,2003,0,443750.0
8,98052,47.7012,-122.12,2290,2750,39000,39900,2290,0,5,2.25,2.0,0,0,3,1979,0,670000.0
6,98058,47.4411,-122.186,980,1140,6800,9975,980,0,3,1.0,1.0,0,0,3,1946,0,144000.0
7,98033,47.6602,-122.188,1670,2210,11337,11337,1670,0,3,2.0,1.0,0,1,4,1959,0,555565.0
8,98052,47.7073,-122.11,2570,2630,7173,6026,2570,0,4,2.5,2.0,0,0,3,2005,0,719000.0
8,98117,47.6791,-122.374,2820,1560,5400,2276,1620,1200,6,3.5,1.0,0,0,3,1958,0,850000.0
6,98133,47.7172,-122.349,2700,2160,11675,8114,1950,750,5,3.5,1.5,0,2,4,1948,0,565000.0
7,98133,47.7503,-122.348,1020,1170,10200,8188,1020,0,3,1.0,1.0,0,0,4,1954,0,335000.0
7,98126,47.525,-122.371,1050,1490,7560,7560,1050,0,3,1.0,1.0,0,0,3,1951,0,333000.0
6,98144,47.5971,-122.295,2000,1410,3600,3600,1150,850,5,2.5,1.0,0,0,3,1987,0,474500.0
10,98033,47.6624,-122.202,3110,3150,9015,11447,1590,1520,3,3.0,1.0,0,4,4,1980,0,1500000.0
7,98199,47.6656,-122.406,3140,3300,10875,10080,1940,1200,4,2.0,1.0,0,1,3,1939,1969,775000.0
8,98023,47.3191,-122.385,1470,1980,8000,8000,1470,0,3,2.0,1.0,0,0,4,1974,0,245000.0
8,98166,47.4333,-122.347,2090,1990,14141,12920,1680,410,4,2.75,1.5,0,0,4,1941,0,449000.0
7,98108,47.5667,-122.297,1390,1490,1882,2175,1390,0,3,1.5,2.0,0,0,3,2014,0,175003.0
7,98023,47.3287,-122.353,2270,2030,12000,23980,1290,980,4,2.25,1.0,0,0,4,1976,0,311750.0
8,98144,47.5795,-122.29,3060,2730,8000,5800,2040,1020,4,2.0,2.0,0,0,4,1922,0,877500.0
8,98007,47.6211,-122.153,1510,1510,2001,2055,1510,0,2,1.5,2.0,0,0,4,1985,0,445000.0
10,98004,47.624,-122.221,3730,4180,10626,19110,3730,0,5,3.25,1.0,0,4,4,1963,0,2535000.0
7,98118,47.5297,-122.267,2000,2000,7294,6000,1520,480,3,1.5,1.0,0,0,3,1965,0,375000.0
8,98136,47.5281,-122.388,1840,1880,9000,7560,1340,500,2,1.5,1.0,0,2,3,1957,0,720000.0
9,98075,47.5684,-122.06,2700,2710,3444,3444,2700,0,2,3.25,3.0,1,3,3,1990,0,1365000.0
8,98042,47.3737,-122.132,2080,2190,4828,4620,2080,0,3,2.5,2.0,0,0,3,2002,0,290000.0
5,98032,47.3897,-122.236,910,1160,9753,7405,910,0,2,1.0,1.0,0,0,3,1947,0,85000.0
7,98126,47.555,-122.379,2150,1940,5400,6500,1380,770,3,2.0,1.5,0,0,4,1911,0,597500.0
8,98117,47.6857,-122.376,2540,1520,5808,5461,1820,720,4,3.5,2.0,0,0,5,1910,1986,799990.0
7,98133,47.7294,-122.352,1000,1100,7228,7228,1000,0,2,1.0,1.0,0,0,4,1947,0,311300.0
6,98070,47.4408,-122.461,940,1370,15450,34820,940,0,2,1.0,1.0,0,0,4,1926,0,252000.0
8,98112,47.6258,-122.305,2660,2350,4600,4600,1820,840,4,3.0,1.5,0,0,3,1906,2002,1234000.0
10,98006,47.5585,-122.117,3060,3430,13630,10700,3060,0,5,2.25,2.0,0,0,3,1989,0,749999.0
8,98029,47.5747,-122.014,3030,2360,9273,7632,3030,0,4,3.25,2.0,0,0,5,1988,0,660000.0
7,98125,47.7139,-122.288,1830,1670,6453,8012,1830,0,3,1.0,1.0,0,0,4,1956,0,467500.0
9,98042,47.3863,-122.156,3140,2510,12792,12792,3140,0,4,2.5,2.0,0,0,4,1977,0,400000.0
7,98155,47.7681,-122.307,1670,1800,12075,12123,1370,300,3,1.75,1.0,0,0,3,1958,0,418000.0
7,98005,47.5866,-122.175,1500,2020,13891,13891,1500,0,3,1.75,1.0,0,0,4,1951,0,576000.0
9,98023,47.2813,-122.345,3450,2860,9914,9721,3450,0,5,3.0,2.0,0,0,3,2004,0,380000.0
7,98125,47.72,-122.32,990,1230,9223,7244,990,0,2,1.0,1.0,0,0,3,1949,0,365000.0
7,98056,47.5044,-122.19,1720,1720,7202,7625,1720,0,3,1.75,1.0,0,0,3,1995,0,404000.0
8,98199,47.6388,-122.399,1490,1380,4485,4846,1350,140,4,1.75,1.0,0,0,3,1960,0,604000.0
8,98019,47.7447,-121.984,1870,2100,5333,3730,1870,0,3,2.5,2.0,0,0,3,2012,0,377000.0
8,98022,47.2087,-122.009,2700,2420,8580,8580,2700,0,4,2.25,2.0,0,0,3,1992,0,338150.0
8,98144,47.5926,-122.295,920,1150,1201,1161,800,120,2,2.0,2.0,0,0,3,2009,0,363000.0
6,98198,47.4007,-122.323,1180,1890,22000,11761,1180,0,1,1.0,1.0,0,2,3,1948,0,229500.0
7,98146,47.5075,-122.379,1580,1200,8308,8308,1580,0,3,1.0,1.5,0,0,3,1948,0,340000.0
9,98001,47.3444,-122.269,2940,2660,9172,7955,2940,0,4,2.5,2.0,0,0,3,2006,0,480000.0
7,98177,47.7621,-122.36,1410,1580,8250,8250,1410,0,3,1.0,1.0,0,0,3,1954,0,325000.0
8,98198,47.3594,-122.322,2280,2280,10319,9767,1270,1010,4,2.0,1.0,0,3,4,1989,0,420000.0
9,98005,47.6482,-122.159,2120,3280,54014,50690,2120,0,3,2.25,2.0,0,0,4,1964,0,835000.0
7,98178,47.4858,-122.231,2080,1920,14659,15208,1040,1040,2,1.0,1.0,0,0,3,1960,0,315000.0
6,98106,47.53,-122.351,670,870,4640,4501,670,0,2,1.0,1.0,0,0,3,1943,0,250000.0
8,98052,47.6612,-122.137,3900,2080,9100,9216,2870,1030,6,4.5,2.0,0,0,3,1979,0,650000.0
9,98027,47.5584,-122.089,3370,3330,16846,13000,2650,720,5,3.5,2.0,0,1,3,1998,0,600000.0
7,98144,47.5702,-122.287,870,1500,2676,1719,820,50,2,1.0,1.0,0,0,3,2004,0,276000.0
7,98065,47.5216,-121.869,2550,2430,8698,5519,2550,0,4,3.5,2.0,0,0,3,2007,0,516000.0
8,98058,47.4401,-122.126,2680,1860,8410,8410,1810,870,5,3.0,2.0,0,0,3,1990,0,375000.0
9,98005,47.5955,-122.176,3490,2690,18850,11625,1840,1650,5,2.5,1.0,0,4,4,1958,0,915000.0
